StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,cheating_misinfo,headlines_task_1,headlines_task_2,headlines_task_3,headlines_task_4,headlines_task_5,headlines_task_6,headlines_task_7,headlines_task_8,headlines_task_9,headlines_task_10,headlines_task_DO_1,headlines_task_DO_2,headlines_task_DO_3,headlines_task_DO_4,headlines_task_DO_5,headlines_task_DO_6,headlines_task_DO_7,headlines_task_DO_8,headlines_task_DO_9,headlines_task_DO_10,news_trust_1,news_trust_2,news_trust_3,news_trust_4,news_trust_5,news_trust_6,news_trust_DO_1,news_trust_DO_2,news_trust_DO_3,news_trust_DO_4,news_trust_DO_5,news_trust_DO_6,trust_media_1,trust_media_2,trust_media_3,trust_media_4,trust_media_5,trust_media_DO_1,trust_media_DO_2,trust_media_DO_3,trust_media_DO_4,trust_media_DO_5,sm_usage_1,sm_usage_2,sm_usage_DO_1,sm_usage_DO_2,feeling_therm_1,feeling_therm_2,feeling_therm_4,feeling_therm_5,feeling_therm_6,feeling_therm_DO_1,feeling_therm_DO_2,feeling_therm_DO_4,feeling_therm_DO_5,feeling_therm_DO_6,conspiracies_1,conspiracies_2,conspiracies_3,conspiracies_4,conspiracies_DO_1,conspiracies_DO_2,conspiracies_DO_3,conspiracies_DO_4,Misinfo_literacy_1,Misinfo_literacy_2,Misinfo_literacy_3,Misinfo_literacy_4,Misinfo_literacy_5,Misinfo_literacy_6,Misinfo_literacy_DO_1,Misinfo_literacy_DO_2,Misinfo_literacy_DO_3,Misinfo_literacy_DO_4,Misinfo_literacy_DO_5,Misinfo_literacy_DO_6,sm_cynicism_1,sm_cynicism_2,sm_cynicism_3,sm_cynicism_DO_1,sm_cynicism_DO_2,sm_cynicism_DO_3,Pol_cyn_1,ext_media_1,ext_media_1_DO_1,ext_media_1_DO_2,ext_media_1_DO_4,ext_media_1_DO_5,ext_media_2,ext_media_2_DO_1,ext_media_2_DO_2,ext_media_3,att_check,fc_trust,fc_share,fake_news_problem,sm_news_trust_1,sm_news_trust_2,sm_news_trust_3,sm_news_trust_4,sm_news_trust_DO_1,sm_news_trust_DO_2,sm_news_trust_DO_3,sm_news_trust_DO_4,efficacy_1,efficacy_2,efficacy_3,efficacy_DO_1,efficacy_DO_2,efficacy_DO_3,fc_ability_general_1,fc_ability_specific_1,Party_id,Party_id_DO_1,Party_id_DO_2,Party_id_DO_3,Party_id_DO_4,pol_knowledge_1,pol_knowledge_2,info_lookup,fc_experience,fc_bias_1,fc_bias_2,fc_bias_3,fc_bias_4,fc_keep,upload_compliance_t_Id,upload_compliance_t_Name,upload_compliance_t_Size,upload_compliance_t_Type,feedback_open_end_t,upload_compliance_c_Id,upload_compliance_c_Name,upload_compliance_c_Size,upload_compliance_c_Type,feedback_open_end_c,exp,hash,id
2023-06-24T22:24:39Z,2023-06-24T22:35:19Z,IP Address,96.71.95.222,100,639,TRUE,2023-06-24T22:35:20Z,R_DTwcLHRcIhcNfd7,NA,NA,b07324ce8b4af02e68304115b6cb4e8e,NA,34.0344,-84.6002,anonymous,EN,Yes,Not at all accurate,Not at all accurate,Somewhat accurate,Very accurate,Not at all accurate,Somewhat accurate,Very accurate,Somewhat accurate,Very accurate,Not at all accurate,2,9,4,3,1,5,7,6,10,8,A lot,A lot,Some,Some,Some,A lot,1,6,3,4,2,5,Some,Some,Not too much,A lot,I do not know this source,1,3,5,2,4,1 to 2 days a week,At least 10 times a day,2,1,25,15,76,6,7,4,5,3,2,1,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,1,2,3,4,Very likely,6,Very likely,Very likely,6,Very likely,3,6,4,2,5,1,Strongly Disagree,Somewhat Disagree,Disagree,1,3,2,Quite a few,A lot,2,3,4,1,Tend to favor one side,1,2,Once in a while,President Obama,A lot,A moderate amount,A moderately big problem,55,68,54,56,4,3,2,1,Strongly agree,Somewhat agree,Somewhat agree,1,2,3,51,48,Independent,2,1,3,4,Six years,Twice,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_3Gj1Aoz8dq6ZY6t,Screenshot_20230624-183424_Chrome.jpg,193218,image/jpeg,NA,control,b07324ce8b4af02e68304115b6cb4e8e,1
2023-06-24T21:19:34Z,2023-06-25T00:26:28Z,IP Address,64.145.79.117,100,11214,TRUE,2023-06-25T00:26:30Z,R_1rD4geUhIU1E3G6,NA,NA,a68239b992700de5572b9584954d01cf,NA,40.7157,-74,anonymous,EN,Yes,Somewhat accurate,Very accurate,Not very accurate,NA,Not at all accurate,Very accurate,Very accurate,Somewhat accurate,Very accurate,Not very accurate,3,5,4,6,10,8,9,7,2,1,Some,Some,Some,Some,Some,Some,1,6,5,4,2,3,A lot,A lot,Not too much,Not too much,Not too much,3,5,4,2,1,Several times a day,Several times a day,1,2,3,100,56,50,50,1,4,3,5,2,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,2,4,1,3,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,1,3,2,5,4,6,Somewhat Agree,Disagree,Somewhat Agree,1,2,3,Not very many,Some,4,3,2,1,Deal fairly with all sides,1,2,Once in a while,Nancy Pelosi,A moderate amount,A moderate amount,A moderately big problem,66,89,47,66,1,3,2,4,Strongly agree,Somewhat agree,Strongly agree,2,1,3,98,93,Democrat,3,1,2,4,Four years,Twice,No,I liked it a lot,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,6,F_urCFjOIN3HWpvX3,Screenshot_20230625-012518.jpg,107593,image/jpeg,N/A,NA,NA,NA,NA,NA,treatment,a68239b992700de5572b9584954d01cf,1
2023-06-25T11:23:23Z,2023-06-25T11:40:50Z,IP Address,172.220.226.244,100,1047,TRUE,2023-06-25T11:40:52Z,R_1LXULvuTF2Ie6LY,NA,NA,b7a42bf9a725b73540dee18f5e24e8e3,NA,35.5831,-78.7881,anonymous,EN,Yes,NA,Not at all accurate,Not very accurate,NA,Not at all accurate,Not very accurate,Not very accurate,Somewhat accurate,NA,Not very accurate,1,9,8,5,6,3,7,10,2,4,Not too much,Some,Some,Some,Not too much,Some,3,1,6,4,2,5,Not too much,Some,Some,I do not know this source,Some,5,2,3,1,4,Several times a day,Several times a day,1,2,9,80,68,0,64,2,5,3,4,1,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,2,4,3,1,Very likely,Very likely,Very likely,6,4,6,1,3,2,6,4,5,Agree,Agree,Somewhat Agree,1,2,3,Quite a few,Some,3,4,1,2,Tend to favor one side,1,2,Once in a while,President Obama,A moderate amount,Little,A moderately big problem,26,43,24,74,1,2,4,3,Strongly agree,Somewhat agree,Strongly agree,3,1,2,81,53,Independent,3,1,2,4,Two years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_3fe3TPKS9acW3cS,Screenshot%20(1319).png,282724,image/png,NA,control,b7a42bf9a725b73540dee18f5e24e8e3,1
2023-06-26T06:01:39Z,2023-06-26T06:21:29Z,IP Address,173.184.167.184,100,1190,TRUE,2023-06-26T06:21:31Z,R_1q4l5VbU2iS1ytl,NA,NA,0ac913cbabd575f902d2bbe585d372a8,NA,29.8378,-82.6129,anonymous,EN,Yes,Very accurate,Not at all accurate,Very accurate,Not at all accurate,Not at all accurate,Very accurate,Very accurate,Very accurate,Very accurate,Very accurate,3,5,4,9,7,2,1,10,8,6,A lot,Not too much,A lot,A lot,A lot,A lot,2,5,6,1,3,4,A lot,A lot,Not at all,Some,A lot,4,2,1,3,5,At least 10 times a day,At least 10 times a day,1,2,100,10,100,100,0,1,3,2,4,5,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,1,3,2,4,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,4,5,6,3,2,1,Agree,Strongly Agree,Strongly Agree,1,2,3,Quite a few,A lot,1,4,2,3,Tend to favor one side,1,2,About half of the time,President Obama,A great deal,A great deal,A very big problem,50,87,64,97,3,4,1,2,Strongly agree,Strongly agree,Strongly agree,1,2,3,100,100,Republican,2,1,3,4,Six years,Twice,No,I liked it a lot,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Extremely likely,F_3k1l5TEXLNklE7W,Screenshot_20230626-022100_Twitter.jpg,901291,image/jpeg,Thank you,NA,NA,NA,NA,NA,treatment,0ac913cbabd575f902d2bbe585d372a8,1
2023-06-26T18:17:51Z,2023-06-26T18:26:16Z,IP Address,24.151.117.62,100,504,TRUE,2023-06-26T18:26:16Z,R_yF8ii8cAQbhVUfn,NA,NA,58d9683897a5262e1defca9b5a9501ae,NA,42.3432,-71.8394,anonymous,EN,Yes,NA,Not at all accurate,NA,NA,NA,NA,NA,NA,NA,Not at all accurate,6,8,7,3,5,1,2,10,9,4,Not at all,Some,Not at all,Not too much,A lot,Not too much,3,6,4,5,2,1,Not too much,Not too much,I do not know this source,I do not know this source,I do not know this source,2,4,3,1,5,Several times a day,1 to 2 days a week,2,1,0,0,0,5,4,3,1,2,4,5,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,4,2,1,3,Very likely,5,6,6,4,4,6,4,3,2,5,1,Neutral,Strongly Agree,Agree,1,2,3,Quite a few,Not at all,1,2,4,3,Tend to favor one side,1,2,About half of the time,President Obama,A moderate amount,Little,A moderately big problem,46,55,67,55,3,2,4,1,Somewhat disagree,Somewhat disagree,Somewhat disagree,1,3,2,82,11,Independent,1,3,2,4,Two years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,58d9683897a5262e1defca9b5a9501ae,1
2023-06-27T02:59:30Z,2023-06-27T04:00:10Z,IP Address,98.97.98.69,100,3640,TRUE,2023-06-27T04:00:11Z,R_2WVw3DPxLdwaUKx,NA,NA,88bc7cbecd88492462cc6847027be912,NA,47.6034,-122.3414,anonymous,EN,Yes,NA,Not at all accurate,NA,Not very accurate,Not very accurate,NA,Not at all accurate,Not very accurate,NA,Not at all accurate,2,8,3,1,4,5,9,7,10,6,Some,Not too much,Some,Some,A lot,A lot,6,5,2,1,4,3,Not at all,Some,A lot,Some,Some,4,1,3,5,2,About once a day,At least 10 times a day,1,2,12,77,42,5,63,5,2,3,4,1,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,1,3,4,2,6,Very likely,Very likely,4,5,4,6,2,3,4,1,5,Neutral,Strongly Agree,Somewhat Agree,1,3,2,NA,Some,1,4,2,3,Tend to favor one side,1,2,Once in a while,President Obama,A moderate amount,A moderate amount,A very big problem,22,42,31,60,2,3,4,1,Somewhat agree,Somewhat agree,Somewhat agree,2,3,1,68,48,Democrat,2,3,1,4,Six years,Twice,No,I liked it a lot,Somewhat disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treatment,88bc7cbecd88492462cc6847027be912,1
2023-06-22T17:46:50Z,2023-06-22T17:47:26Z,IP Address,67.160.54.130,5,35,FALSE,2023-06-27T18:03:27Z,R_07C5Gryr4ynJ2xP,NA,NA,NA,NA,NA,NA,anonymous,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treatment,NA,NA
2023-06-26T16:50:59Z,2023-06-26T16:51:40Z,IP Address,172.59.41.104,9,41,FALSE,2023-06-27T18:03:28Z,R_1KjdOhLGPNTlZ4p,NA,NA,8215a8476aa66b11233058c7a0723c46,NA,NA,NA,anonymous,EN,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,8215a8476aa66b11233058c7a0723c46,1
2023-06-23T14:19:48Z,2023-06-23T14:20:21Z,IP Address,71.13.221.209,6,32,FALSE,2023-06-27T18:03:28Z,R_3NLjaROuyuX0IDc,NA,NA,b29f34fca4b287e30aaf9a85b094b436,NA,NA,NA,anonymous,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,b29f34fca4b287e30aaf9a85b094b436,1
2023-06-23T18:59:13Z,2023-06-23T19:15:28Z,IP Address,71.190.136.188,88,974,FALSE,2023-06-27T18:03:29Z,R_1N9tyadecVbwCH4,NA,NA,a40eeab4bc457810fd368a5e00b8af67,NA,NA,NA,anonymous,EN,Yes,Very accurate,Not at all accurate,Not very accurate,NA,NA,Very accurate,Very accurate,Very accurate,NA,Not very accurate,6,9,2,10,5,4,1,7,3,8,Not at all,Some,Some,Some,Not at all,Not at all,4,6,1,5,3,2,Not at all,Not at all,Not too much,A lot,Some,2,5,3,4,1,3 to 6 days a week,At least 10 times a day,2,1,0,5,0,0,0,1,5,4,3,2,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,4,3,1,2,6,5,6,6,4,4,4,1,2,5,6,3,Agree,Strongly Agree,Strongly Agree,2,1,3,Quite a few,Not at all,4,3,2,1,Tend to favor one side,1,2,Most of the time,President Obama,Little,None,A very big problem,18,45,10,71,4,2,3,1,Somewhat agree,Somewhat agree,Strongly agree,3,1,2,94,70,Independent,1,2,3,4,Six years,Twice,No,I liked it a little,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treatment,a40eeab4bc457810fd368a5e00b8af67,1
