StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,cheating_misinfo,headlines_task_1,headlines_task_2,headlines_task_3,headlines_task_4,headlines_task_5,headlines_task_6,headlines_task_7,headlines_task_8,headlines_task_9,headlines_task_10,headlines_task_DO_1,headlines_task_DO_2,headlines_task_DO_3,headlines_task_DO_4,headlines_task_DO_5,headlines_task_DO_6,headlines_task_DO_7,headlines_task_DO_8,headlines_task_DO_9,headlines_task_DO_10,news_trust_1,news_trust_2,news_trust_3,news_trust_4,news_trust_5,news_trust_6,news_trust_DO_1,news_trust_DO_2,news_trust_DO_3,news_trust_DO_4,news_trust_DO_5,news_trust_DO_6,trust_media_1,trust_media_2,trust_media_3,trust_media_4,trust_media_5,trust_media_DO_1,trust_media_DO_2,trust_media_DO_3,trust_media_DO_4,trust_media_DO_5,sm_usage_1,sm_usage_2,sm_usage_DO_1,sm_usage_DO_2,feeling_therm_1,feeling_therm_2,feeling_therm_4,feeling_therm_5,feeling_therm_6,feeling_therm_DO_1,feeling_therm_DO_2,feeling_therm_DO_4,feeling_therm_DO_5,feeling_therm_DO_6,conspiracies_1,conspiracies_2,conspiracies_3,conspiracies_4,conspiracies_DO_1,conspiracies_DO_2,conspiracies_DO_3,conspiracies_DO_4,Misinfo_literacy_1,Misinfo_literacy_2,Misinfo_literacy_3,Misinfo_literacy_4,Misinfo_literacy_5,Misinfo_literacy_6,Misinfo_literacy_DO_1,Misinfo_literacy_DO_2,Misinfo_literacy_DO_3,Misinfo_literacy_DO_4,Misinfo_literacy_DO_5,Misinfo_literacy_DO_6,sm_cynicism_1,sm_cynicism_2,sm_cynicism_3,sm_cynicism_DO_1,sm_cynicism_DO_2,sm_cynicism_DO_3,Pol_cyn_1,ext_media_1,ext_media_1_DO_1,ext_media_1_DO_2,ext_media_1_DO_4,ext_media_1_DO_5,ext_media_2,ext_media_2_DO_1,ext_media_2_DO_2,ext_media_3,att_check,fc_trust,fc_share,fake_news_problem,sm_news_trust_1,sm_news_trust_2,sm_news_trust_3,sm_news_trust_4,sm_news_trust_DO_1,sm_news_trust_DO_2,sm_news_trust_DO_3,sm_news_trust_DO_4,efficacy_1,efficacy_2,efficacy_3,efficacy_DO_1,efficacy_DO_2,efficacy_DO_3,fc_ability_general_1,fc_ability_specific_1,Party_id,Party_id_DO_1,Party_id_DO_2,Party_id_DO_3,Party_id_DO_4,pol_knowledge_1,pol_knowledge_2,info_lookup,fc_experience,fc_bias_1,fc_bias_2,fc_bias_3,fc_bias_4,fc_keep,upload_compliance_t_Id,upload_compliance_t_Name,upload_compliance_t_Size,upload_compliance_t_Type,feedback_open_end_t,upload_compliance_c_Id,upload_compliance_c_Name,upload_compliance_c_Size,upload_compliance_c_Type,feedback_open_end_c,exp,hash,id
2023-06-23T15:28:18Z,2023-06-23T15:48:40Z,IP Address,107.126.24.93,100,1222,TRUE,2023-06-23T15:48:43Z,R_1ob4B2EcIOMU2v4,NA,NA,dca5b3a5849a7ed05cf96d1939e7a3d2,NA,37.751,-97.822,anonymous,EN,Yes,Not at all accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not very accurate,Not at all accurate,Very accurate,Not at all accurate,Not at all accurate,Not at all accurate,6,4,9,5,2,1,3,8,7,10,A lot,Some,Some,Not too much,A lot,A lot,2,6,4,5,3,1,Some,A lot,A lot,A lot,A lot,4,3,5,2,1,Several times a day,About once a day,2,1,1,71,50,0,26,5,1,4,3,2,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,1,3,2,4,Very likely,5,Very likely,Very likely,5,Very likely,6,2,1,5,3,4,Neutral,Somewhat Agree,Neutral,1,3,2,Quite a few,A lot,3,2,4,1,Tend to favor one side,2,1,Never,President Obama,A lot,None,A small problem,50,49,0,51,4,3,2,1,Somewhat disagree,Somewhat disagree,Somewhat disagree,1,2,3,52,25,Independent,3,2,1,4,Two years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_3qyuisexuKZqmp1,IMG_3072.png,3682846,image/png,"I don’t believe the news is accurately reporting the Ukraine situation or how close we are to an economic collapse and WWIII. Even though I have never considered myself a conspiracy theorist, I have now turned to Canadian Prepper on YouTube for updates and to better understand what’s actually going on that nobody is talking about.",control,dca5b3a5849a7ed05cf96d1939e7a3d2,1
2023-06-23T15:33:25Z,2023-06-23T15:49:55Z,IP Address,45.79.131.59,100,989,TRUE,2023-06-23T15:49:55Z,R_1LoEklyvtN1Q65v,NA,NA,a23c90952049077104d78515c8d500ae,NA,40.8229,-74.4592,anonymous,EN,Yes,Somewhat accurate,Not very accurate,Somewhat accurate,Not very accurate,Very accurate,Very accurate,Very accurate,Somewhat accurate,Very accurate,Very accurate,1,2,6,4,3,8,5,9,10,7,A lot,A lot,A lot,A lot,A lot,A lot,3,4,6,1,2,5,A lot,A lot,A lot,A lot,A lot,2,5,4,3,1,Several times a day,At least 10 times a day,2,1,99,89,100,100,99,2,3,5,4,1,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,1,4,2,3,2,5,Very likely,4,5,5,1,2,3,5,4,6,Strongly Disagree,Disagree,Strongly Disagree,2,3,1,Quite a few,A lot,1,2,4,3,Deal fairly with all sides,1,2,Most of the time,President Obama,A great deal,A great deal,A moderately big problem,78,100,77,100,2,1,3,4,Strongly agree,Strongly agree,Strongly agree,3,2,1,100,82,Republican,1,3,2,4,Four years,Twice,No,I liked it a lot,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Extremely likely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treatment,a23c90952049077104d78515c8d500ae,1
2023-06-23T15:44:21Z,2023-06-23T16:05:16Z,IP Address,217.138.255.205,100,1254,TRUE,2023-06-23T16:05:17Z,R_22Yb7DGBkPGhs4n,NA,NA,b7dee4f000455932bdfd6b29abf0bb4b,NA,40.7157,-74,anonymous,EN,Yes,Very accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Very accurate,Very accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,2,7,5,10,6,8,1,3,4,9,A lot,A lot,Some,A lot,A lot,A lot,6,3,2,5,1,4,A lot,Some,A lot,A lot,A lot,2,4,3,1,5,Several times a day,Several times a day,2,1,68,56,51,60,80,1,4,2,3,5,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,3,2,4,1,Very likely,Very likely,Very likely,Very likely,Very likely,5,6,5,2,1,4,3,Neutral,Somewhat Agree,Neutral,3,1,2,Quite a few,A lot,2,1,4,3,Deal fairly with all sides,1,2,Most of the time,President Obama,A great deal,A great deal,A moderately big problem,71,72,34,85,2,1,3,4,Strongly agree,Somewhat agree,Somewhat agree,3,2,1,100,73,Democrat,3,1,2,4,Six years,Twice,No,I liked it a lot,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Extremely likely,F_wOk9E0K5SsITFT3,Screenshot_20230623-100340.png,434788,image/png,NA,NA,NA,NA,NA,NA,treatment,b7dee4f000455932bdfd6b29abf0bb4b,1
2023-06-23T14:59:55Z,2023-06-23T16:06:00Z,IP Address,167.137.1.13,100,3965,TRUE,2023-06-23T16:06:00Z,R_32QFv5O2P5Jxo1x,NA,NA,504ecd7869b9d4a284c8eea94894a0d7,NA,30.3414,-97.7312,anonymous,EN,Yes,Not at all accurate,Not at all accurate,Somewhat accurate,Not at all accurate,Not very accurate,Very accurate,Very accurate,Somewhat accurate,Not very accurate,Not at all accurate,5,3,8,9,4,10,6,2,1,7,Some,Not too much,A lot,Some,Some,Some,5,2,4,1,6,3,Not too much,Some,A lot,Some,A lot,5,3,2,4,1,At least 10 times a day,At least 10 times a day,2,1,25,82,58,3,75,4,2,5,3,1,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,1,3,4,2,6,5,Very likely,Very likely,Very likely,6,2,4,5,6,1,3,Somewhat Agree,Strongly Agree,Agree,3,1,2,Quite a few,Not too much,1,2,4,3,Tend to favor one side,2,1,Once in a while,President Obama,A moderate amount,Little,A very big problem,58,58,31,15,3,2,4,1,Somewhat agree,Somewhat agree,Neither agree nor disagree,2,1,3,64,81,Democrat,2,1,3,4,Six years,Twice,No,I liked it a lot,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Extremely likely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treatment,504ecd7869b9d4a284c8eea94894a0d7,1
2023-06-23T15:57:38Z,2023-06-23T16:17:33Z,IP Address,197.210.71.30,100,1194,TRUE,2023-06-23T16:17:35Z,R_2SpEPXWI5bFUudU,NA,NA,8a73e6719eae1aabc61a94ea0f47502e,NA,9.0567,7.4969,anonymous,EN,Yes,Not at all accurate,Not very accurate,Very accurate,Very accurate,Not very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Not at all accurate,4,10,7,2,1,8,5,9,6,3,A lot,Some,Some,A lot,Some,A lot,6,4,2,3,5,1,A lot,Some,Some,A lot,Not too much,4,2,1,3,5,At least 10 times a day,At least 10 times a day,2,1,15,91,76,11,92,2,4,3,1,5,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,1,2,3,4,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,5,6,1,3,4,2,Agree,Agree,Strongly Disagree,1,3,2,Quite a few,A lot,2,4,1,3,Deal fairly with all sides,1,2,About half of the time,President Obama,A lot,A moderate amount,A moderately big problem,100,93,17,91,1,3,2,4,Strongly agree,Strongly agree,Strongly agree,1,2,3,82,78,Democrat,3,2,1,4,Eight years,Twice,No,I liked it a lot,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Extremely likely,F_1ocolT8Y4fQy01O,Screenshot_20230623_171647_Twitter.jpg,437033,image/jpeg,NA,NA,NA,NA,NA,NA,treatment,8a73e6719eae1aabc61a94ea0f47502e,1
2023-06-23T16:10:22Z,2023-06-23T16:19:21Z,IP Address,75.243.200.25,100,539,TRUE,2023-06-23T16:19:25Z,R_2UhZTUtKZEeEk2Z,NA,NA,3bb02394ee0ec7732bd9648ddc14d859,NA,45.5192,-122.6901,anonymous,EN,Yes,Not at all accurate,Not at all accurate,NA,NA,NA,NA,Very accurate,NA,Very accurate,NA,2,5,8,7,10,6,4,3,1,9,A lot,Not at all,Some,Not at all,Some,Some,4,3,5,6,1,2,Not at all,Some,Not too much,Not too much,Not too much,4,5,1,2,3,Several times a day,Several times a day,1,2,0,25,50,5,30,4,2,3,1,5,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,1,4,2,3,Very likely,Very likely,5,Very likely,Very likely,Very likely,1,5,4,6,2,3,Strongly Agree,Strongly Agree,Strongly Agree,2,1,3,Quite a few,A lot,1,3,4,2,Tend to favor one side,2,1,About half of the time,President Obama,A moderate amount,Little,A very big problem,0,61,0,0,2,1,4,3,Strongly agree,Somewhat agree,Strongly agree,1,2,3,100,100,Independent,2,3,1,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_12nA01JfZvJtLu0,IMG_1147.png,3165159,image/png,NA,control,3bb02394ee0ec7732bd9648ddc14d859,1
2023-06-23T16:15:19Z,2023-06-23T16:26:15Z,IP Address,107.178.32.93,100,655,TRUE,2023-06-23T16:26:16Z,R_12LkCu54KxcQyBc,NA,NA,737651e10762db7b4dceb9954e8afbe5,NA,37.751,-97.822,anonymous,EN,Yes,Very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Somewhat accurate,Very accurate,10,3,8,4,1,2,5,6,7,9,Not too much,A lot,Some,A lot,A lot,A lot,5,6,3,2,1,4,A lot,A lot,A lot,A lot,A lot,2,4,1,5,3,At least 10 times a day,At least 10 times a day,1,2,100,100,100,100,100,2,5,3,4,1,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,2,4,1,3,Not at all likely,Very likely,5,Very likely,4,Very likely,6,4,5,3,2,1,Somewhat Agree,Strongly Agree,Strongly Disagree,1,3,2,Quite a few,A lot,3,2,4,1,Tend to favor one side,1,2,All the time,President Joe Biden,A great deal,A great deal,A very big problem,100,100,100,100,3,2,1,4,Strongly agree,Strongly agree,Strongly agree,1,2,3,100,100,Democrat,3,2,1,4,Four years,Four times,Yes,I liked it a lot,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Extremely likely,NA,NA,NA,NA,Thanks,NA,NA,NA,NA,NA,treatment,737651e10762db7b4dceb9954e8afbe5,1
2023-06-23T15:44:35Z,2023-06-23T16:35:32Z,IP Address,172.58.74.14,100,3057,TRUE,2023-06-23T16:35:35Z,R_1LuHWBgveNntgFp,NA,NA,b359a33b5627d457fe3f89e7b137a561,NA,36.1214,-115.141,anonymous,EN,Yes,Not very accurate,Not at all accurate,NA,NA,Not at all accurate,NA,NA,Very accurate,NA,Not at all accurate,1,9,3,6,4,10,8,7,2,5,Not too much,A lot,Not too much,Not at all,Some,Some,4,5,2,3,1,6,Not at all,Not too much,Some,Some,Not too much,5,3,2,4,1,Several times a day,Several times a day,1,2,0,69,62,0,36,1,2,4,5,3,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,1,3,2,4,4,4,Very likely,6,5,Very likely,5,6,2,4,1,3,Disagree,Strongly Agree,Disagree,2,3,1,Quite a few,Some,2,1,3,4,Tend to favor one side,1,2,Once in a while,President Obama,A great deal,Little,A very big problem,22,60,36,46,4,3,2,1,Strongly agree,Strongly agree,Strongly agree,2,3,1,63,46,Democrat,3,2,1,4,Six years,Twice,No,I liked it a little,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,5,F_1AOruO7N6NhEuOZ,Screenshot_2023-06-23-09-32-15-36_0b2fce7a16bf2b728d6ffa28c8d60efb.jpg,644550,image/jpeg,I submitted a screenshot but it looks different from theexample because it was a mobile screenshot,NA,NA,NA,NA,NA,treatment,b359a33b5627d457fe3f89e7b137a561,1
2023-06-23T16:24:20Z,2023-06-23T16:44:04Z,IP Address,102.88.34.143,100,1184,TRUE,2023-06-23T16:44:06Z,R_Ry71zK2RBy9QJm9,NA,NA,cc3bb9b2b4cc49e3b11aaf9a21fe10f4,NA,6.4474,3.3903,anonymous,EN,Yes,Somewhat accurate,Not very accurate,Somewhat accurate,Somewhat accurate,NA,Somewhat accurate,Somewhat accurate,Somewhat accurate,NA,Not at all accurate,10,2,9,7,4,5,1,8,3,6,Some,Not too much,Some,Some,Some,Some,1,6,4,3,5,2,A lot,A lot,Some,A lot,Not too much,5,3,1,2,4,Several times a day,At least 10 times a day,1,2,73,21,32,72,31,3,1,4,5,2,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,3,1,2,4,Very likely,Very likely,Very likely,Very likely,6,3,6,1,2,4,5,3,Agree,Strongly Agree,Agree,1,3,2,Hardly any,Some,4,2,3,1,Tend to favor one side,1,2,Once in a while,Nancy Pelosi,A lot,Little,A small problem,40,64,28,69,1,3,2,4,Somewhat agree,Somewhat agree,Somewhat agree,3,2,1,77,80,Republican,1,2,3,4,Four years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_1GEuppkhk1kyVSD,Screenshot_20230623-174222.png,447533,image/png,No comments,control,cc3bb9b2b4cc49e3b11aaf9a21fe10f4,1
2023-06-23T16:29:14Z,2023-06-23T16:48:40Z,IP Address,64.7.234.242,100,1165,TRUE,2023-06-23T16:48:43Z,R_33eBT6FLeUSbi2t,NA,NA,99585beec068ee5bd76909f42230a66a,NA,34.0599,-87.1803,anonymous,EN,Yes,Very accurate,Not at all accurate,NA,Very accurate,Not at all accurate,Not at all accurate,Very accurate,Very accurate,Somewhat accurate,Not at all accurate,2,1,3,4,7,6,10,8,5,9,A lot,Some,Some,Some,Some,A lot,2,6,1,3,4,5,Not at all,A lot,I do not know this source,A lot,Some,1,3,2,4,5,Several times a day,Several times a day,1,2,30,84,76,31,74,2,1,5,3,4,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,2,3,1,4,Very likely,4,5,5,6,Very likely,3,5,1,6,4,2,Disagree,Somewhat Disagree,Strongly Disagree,1,3,2,Quite a few,Some,3,1,2,4,Tend to favor one side,2,1,Once in a while,President Obama,A moderate amount,Little,A moderately big problem,57,83,10,27,2,4,1,3,Somewhat agree,Neither agree nor disagree,Strongly agree,1,2,3,69,72,Independent,3,2,1,4,Four years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_XnvywD8xrcq11pn,IMG_5631.png,4069894,image/png,NA,control,99585beec068ee5bd76909f42230a66a,1
2023-06-23T16:43:06Z,2023-06-23T16:50:32Z,IP Address,70.169.181.162,100,446,TRUE,2023-06-23T16:50:34Z,R_1hXR8M0v6td5mhF,NA,NA,44302bad7b8134bff091feebf92dc47d,NA,41.7042,-71.4558,anonymous,EN,Yes,NA,Not at all accurate,Not at all accurate,Somewhat accurate,Not at all accurate,Somewhat accurate,Somewhat accurate,NA,Somewhat accurate,Not very accurate,2,6,9,3,7,5,1,4,10,8,Some,Some,Some,Some,Some,Not too much,5,2,3,1,4,6,Not too much,Not too much,Some,Some,A lot,1,3,5,2,4,Several times a day,At least 10 times a day,1,2,39,20,30,30,34,2,4,3,5,1,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,3,4,2,1,6,Very likely,5,5,6,6,3,2,4,6,5,1,Somewhat Disagree,Somewhat Agree,Disagree,3,2,1,Quite a few,Not too much,3,2,1,4,Tend to favor one side,2,1,About half of the time,President Obama,A moderate amount,Little,A very big problem,43,67,38,79,1,2,3,4,Somewhat agree,Somewhat agree,Somewhat agree,1,2,3,77,78,Independent,2,3,1,4,Four years,Twice,No,I liked it a little,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,5,F_Q5JOmAL5g8vzW13,639D7C22-9FB2-4B06-953B-45EB894C492B.png,467679,image/png,NA,NA,NA,NA,NA,NA,treatment,44302bad7b8134bff091feebf92dc47d,1
2023-06-23T14:14:21Z,2023-06-23T16:54:35Z,IP Address,173.29.88.60,100,9614,TRUE,2023-06-23T16:54:37Z,R_3EoG7j9v7shYUp3,NA,NA,b77132acfdd54735f6d8b8dd78d84938,NA,41.5516,-90.5017,anonymous,EN,Yes,Somewhat accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not very accurate,Very accurate,Very accurate,Not at all accurate,Somewhat accurate,Somewhat accurate,9,1,10,8,7,2,5,6,4,3,Some,Some,Some,Some,A lot,Some,5,3,6,4,2,1,Not at all,Some,A lot,A lot,Not too much,4,1,2,3,5,At least 10 times a day,At least 10 times a day,2,1,30,73,67,20,94,1,2,5,3,4,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,4,2,3,1,5,5,6,5,5,5,3,5,4,1,2,6,Somewhat Agree,Somewhat Disagree,Somewhat Agree,3,1,2,Not very many,Not too much,3,2,4,1,Tend to favor one side,2,1,Most of the time,President Obama,A lot,A lot,A very big problem,51,28,74,61,1,2,4,3,Strongly agree,Somewhat agree,Somewhat agree,1,3,2,47,61,Democrat,3,2,1,4,Eight years,Twice,No,I liked it a lot,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Extremely likely,F_3nddRDCv8lmWUze,Screenshot_20230623-115337.png,1418337,image/png,Never got any factchecking software installed on my timeline. That's why I have not been uploading anything.,NA,NA,NA,NA,NA,treatment,b77132acfdd54735f6d8b8dd78d84938,1
2023-06-23T14:51:49Z,2023-06-23T17:01:14Z,IP Address,172.59.113.208,100,7764,TRUE,2023-06-23T17:01:16Z,R_1HdhPZ9Jxx71Mtj,NA,NA,a6b2c28eed30c288fca8bbf8f994db86,NA,36.7646,-76.3408,anonymous,EN,Yes,Somewhat accurate,Not at all accurate,Somewhat accurate,Not very accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not at all accurate,Somewhat accurate,Not at all accurate,6,3,10,2,8,9,5,4,7,1,A lot,Some,A lot,Not too much,A lot,Some,2,1,6,3,5,4,Not at all,Some,A lot,A lot,I do not know this source,5,3,1,2,4,Several times a day,Several times a day,1,2,0,73,71,0,54,2,1,4,3,5,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,3,2,4,1,Very likely,4,Not at all likely,4,3,2,3,1,6,5,2,4,Somewhat Disagree,Strongly Agree,Somewhat Agree,1,2,3,Not very many,A lot,4,3,2,1,Tend to favor one side,1,2,Once in a while,President Obama,A moderate amount,A moderate amount,A very big problem,9,8,28,40,2,1,3,4,Somewhat agree,Somewhat agree,Somewhat agree,1,2,3,65,67,Democrat,1,2,3,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_3oRSlIGEr6qe2dE,Screenshot_20230623-130053.png,301188,image/png,NA,control,a6b2c28eed30c288fca8bbf8f994db86,1
2023-06-23T17:07:51Z,2023-06-23T17:17:20Z,IP Address,136.55.167.254,100,568,TRUE,2023-06-23T17:17:21Z,R_1gi7FlqPMeSgnyR,NA,NA,8f6c65f6ad3684516378f29d5e9b047b,NA,33.7697,-84.3754,anonymous,EN,Yes,NA,Not at all accurate,NA,NA,Not at all accurate,Very accurate,NA,Very accurate,NA,Somewhat accurate,4,9,6,10,1,5,7,8,3,2,Some,Some,Some,A lot,Some,A lot,5,3,4,2,6,1,Not at all,Some,A lot,A lot,I do not know this source,5,4,1,3,2,Several times a day,Several times a day,2,1,8,87,65,0,63,4,1,2,5,3,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,1,2,4,3,Very likely,6,Very likely,Very likely,6,Very likely,1,6,4,3,2,5,Somewhat Disagree,Agree,Somewhat Agree,3,1,2,Not very many,A lot,2,3,4,1,Deal fairly with all sides,2,1,Never,President Obama,A lot,Little,A very big problem,40,64,17,13,2,4,1,3,Somewhat agree,Somewhat agree,Somewhat agree,3,1,2,85,69,Democrat,3,1,2,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_3paIcUGEkEDRfRE,IMG_1697.png,650609,image/png,NA,control,8f6c65f6ad3684516378f29d5e9b047b,1
2023-06-23T17:33:57Z,2023-06-23T17:38:51Z,IP Address,67.170.73.129,100,293,TRUE,2023-06-23T17:38:52Z,R_2OTMuSYd0yplAFq,NA,NA,f6bb9a52fadb0a8b694859742e70f473,NA,47.6722,-122.1257,anonymous,EN,Yes,NA,Not at all accurate,Very accurate,NA,Not very accurate,NA,Very accurate,NA,NA,Very accurate,7,3,2,9,4,10,5,1,8,6,Some,Some,A lot,Not at all,Some,Some,3,1,2,6,4,5,Not too much,A lot,I do not know this source,I do not know this source,I do not know this source,2,1,3,5,4,At least 10 times a day,At least 10 times a day,2,1,6,8,71,0,26,3,2,4,5,1,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,1,2,4,3,Very likely,Very likely,6,Very likely,Very likely,Very likely,4,3,1,2,6,5,Strongly Agree,Strongly Agree,Strongly Agree,2,1,3,Quite a few,Some,1,2,3,4,Tend to favor one side,2,1,Once in a while,President Obama,A moderate amount,A great deal,A moderately big problem,68,92,0,66,4,1,3,2,Somewhat agree,Somewhat agree,Somewhat disagree,3,1,2,100,24,Something else,3,2,1,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,f6bb9a52fadb0a8b694859742e70f473,1
2023-06-23T17:09:10Z,2023-06-23T17:42:52Z,IP Address,172.58.245.212,100,2022,TRUE,2023-06-23T17:42:54Z,R_yDRuig9AKy7MArT,NA,NA,ae5f5801796926bffd43b1bf6f904826,NA,38.894,-77.0365,anonymous,EN,Yes,Not very accurate,Not at all accurate,Not very accurate,Somewhat accurate,Not very accurate,Somewhat accurate,Very accurate,Somewhat accurate,Very accurate,Not very accurate,10,6,3,2,5,9,7,8,4,1,Some,Some,Some,Not too much,Not too much,Some,3,2,4,1,5,6,Not at all,A lot,I do not know this source,I do not know this source,A lot,3,1,5,4,2,Several times a day,About once a day,2,1,5,84,50,1,60,2,4,5,1,3,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,1,3,2,4,5,4,5,5,2,5,3,5,6,2,4,1,Somewhat Agree,Agree,Neutral,3,2,1,Not very many,Some,3,1,2,4,Tend to favor one side,1,2,About half of the time,President Obama,Little,Little,A moderately big problem,40,52,18,38,3,1,2,4,Somewhat agree,Somewhat agree,Somewhat agree,1,2,3,70,52,Democrat,2,3,1,4,Eight years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_27JeVTAyA5QMiBU,Screenshot_20230623_134235_Twitter.jpg,515401,image/jpeg,NA,control,ae5f5801796926bffd43b1bf6f904826,1
2023-06-23T17:06:12Z,2023-06-23T17:51:02Z,IP Address,108.217.232.28,100,2690,TRUE,2023-06-23T17:51:05Z,R_1I5JsEUocAbX7UD,NA,NA,3424825b969e98c52b0c054479f759fd,NA,37.4577,-122.1957,anonymous,EN,Yes,Somewhat accurate,Not at all accurate,Very accurate,Not at all accurate,Not very accurate,Very accurate,Very accurate,Very accurate,Somewhat accurate,Very accurate,2,3,1,8,7,4,10,5,9,6,Some,Some,Not too much,A lot,Not too much,A lot,6,2,5,3,4,1,A lot,A lot,Some,A lot,Some,5,4,2,1,3,At least 10 times a day,At least 10 times a day,2,1,100,100,100,83,81,3,2,1,5,4,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,3,2,4,1,6,Very likely,4,Very likely,5,2,5,2,6,1,4,3,Neutral,Agree,Agree,3,2,1,Quite a few,A lot,1,3,2,4,Deal fairly with all sides,2,1,Never,President Obama,A great deal,A great deal,A very big problem,71,86,49,81,2,3,1,4,Strongly agree,Somewhat agree,Strongly agree,1,3,2,87,100,Democrat,1,3,2,4,Six years,Twice,No,I liked it a lot,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Extremely likely,F_1gV1NGhK3yDOH3Y,IMG_20230623_184934.jpg,381122,image/jpeg,NA,NA,NA,NA,NA,NA,treatment,3424825b969e98c52b0c054479f759fd,1
2023-06-23T17:55:29Z,2023-06-23T18:05:12Z,IP Address,174.138.95.39,100,583,TRUE,2023-06-23T18:05:13Z,R_vDEZWluNodJkrBf,NA,NA,f86543231556f93abbff0e6e6ad989fd,NA,40.8364,-74.1403,anonymous,EN,Yes,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,1,4,5,9,8,7,3,2,6,10,A lot,A lot,A lot,A lot,Some,Some,6,2,4,1,3,5,A lot,A lot,Some,Some,Some,1,2,4,3,5,At least 10 times a day,At least 10 times a day,1,2,73,89,75,63,71,2,3,1,4,5,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,3,4,2,1,6,5,5,5,5,5,4,5,3,1,2,6,Somewhat Agree,Somewhat Agree,Somewhat Agree,3,2,1,Not very many,A lot,4,3,1,2,Tend to favor one side,1,2,About half of the time,President Obama,A lot,A moderate amount,A moderately big problem,87,87,56,64,3,2,4,1,Somewhat agree,Somewhat agree,Somewhat agree,3,1,2,70,75,Democrat,3,2,1,4,Six years,Twice,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Informative study,control,f86543231556f93abbff0e6e6ad989fd,1
